1768558185	18158	vpspi_latest_code/dcdc_family_code/amp_eval_acop.py
1768575784	1673	vpspi_latest_code/dcdc_family_code/amp_taskset.py
1768558185	5439	vpspi_latest_code/dcdc_family_code/amp_verifier.py
1767245666	12184	vpspi_latest_code/dcdc_family_code/build_opt_datasets.py
1767246000	19274	vpspi_latest_code/dcdc_family_code/build_opt_modulegraph_datasets.py
1768488521	13038	vpspi_latest_code/dcdc_family_code/build_repair_distill_from_selfplay.py
1768558187	45150	vpspi_latest_code/dcdc_family_code/build_selfplay_amp_datasets.py
1768284777	21885	vpspi_latest_code/dcdc_family_code/build_selfplay_filter_datasets.py
1768069255	84414	vpspi_latest_code/dcdc_family_code/build_selfplay_inc_datasets.py
1768558187	21098	vpspi_latest_code/dcdc_family_code/build_selfplay_osc_datasets.py
1767346389	13113	vpspi_latest_code/dcdc_family_code/dcdc_eval_tran.py
1767245667	8699	vpspi_latest_code/dcdc_family_code/dcdc_llm_pipeline_demo.py
1767245667	2822	vpspi_latest_code/dcdc_family_code/dcdc_module_compiler.py
1767245668	4655	vpspi_latest_code/dcdc_family_code/dcdc_modules.py
1768025788	9366	vpspi_latest_code/dcdc_family_code/dcdc_spice_builder.py
1767245668	1530	vpspi_latest_code/dcdc_family_code/dcdc_taskset.py
1767245669	7423	vpspi_latest_code/dcdc_family_code/dcdc_templates.py
1767245669	8980	vpspi_latest_code/dcdc_family_code/dcdc_verifier.py
1767245669	11037	vpspi_latest_code/dcdc_family_code/distill_sft_from_ppo_rollouts.py
1768558192	18535	vpspi_latest_code/dcdc_family_code/eval_amp_dual.py
1768558186	10819	vpspi_latest_code/dcdc_family_code/eval_amp_family.py
1768029828	40166	vpspi_latest_code/dcdc_family_code/eval_dcdc_family.py
1767245670	15008	vpspi_latest_code/dcdc_family_code/eval_dcdc_family_closedloop.py
1768363461	8280	vpspi_latest_code/dcdc_family_code/eval_filter_family.py
1768558192	17918	vpspi_latest_code/dcdc_family_code/eval_osc_dual.py
1768558186	7525	vpspi_latest_code/dcdc_family_code/eval_osc_family.py
1767245670	4167	vpspi_latest_code/dcdc_family_code/eval_tran_buck_only.py
1768325309	11883	vpspi_latest_code/dcdc_family_code/filter_eval_ac.py
1767245671	4295	vpspi_latest_code/dcdc_family_code/filter_official_dcdc_sft.py
1768408785	2362	vpspi_latest_code/dcdc_family_code/filter_taskset.py
1768284643	2882	vpspi_latest_code/dcdc_family_code/filter_verifier.py
1768482501	5170	vpspi_latest_code/dcdc_family_code/inc_parser.py
1767873900	67	vpspi_latest_code/dcdc_family_code/integrated/__init__.py
1768482502	2085	vpspi_latest_code/dcdc_family_code/integrated/constraints.py
1767245671	16068	vpspi_latest_code/dcdc_family_code/make_datasets_from_tasks.py
1768542918	7637	vpspi_latest_code/dcdc_family_code/make_sft_amp_from_templates.py
1767245672	1775	vpspi_latest_code/dcdc_family_code/make_sft_dcdc_from_templates.py
1768408785	8843	vpspi_latest_code/dcdc_family_code/make_sft_filter_from_templates.py
1768408785	7795	vpspi_latest_code/dcdc_family_code/make_sft_osc_from_templates.py
1767524284	16051	vpspi_latest_code/dcdc_family_code/optimize_dcdc_params.py
1768558192	10891	vpspi_latest_code/dcdc_family_code/orchestrate_amp_then_osc.py
1768558186	8515	vpspi_latest_code/dcdc_family_code/osc_eval_tran.py
1768575784	1596	vpspi_latest_code/dcdc_family_code/osc_taskset.py
1768558185	2597	vpspi_latest_code/dcdc_family_code/osc_verifier.py
1767245676	7286	vpspi_latest_code/dcdc_family_code/paper_export_cvcheck.py
1767245672	6704	vpspi_latest_code/dcdc_family_code/pipeline_after_build.py
1767632415	4623	vpspi_latest_code/dcdc_family_code/repair_corrector.py
1768287379	1081	vpspi_latest_code/dcdc_family_code/run_amp_branch.sh
1768287379	1102	vpspi_latest_code/dcdc_family_code/run_filter_branch.sh
1767245672	5766	vpspi_latest_code/dcdc_family_code/run_innov4_ppo_pipeline.sh
1768335073	5955	vpspi_latest_code/dcdc_family_code/run_multitype_seq_3branches_3rounds.sh
1768408912	564	vpspi_latest_code/dcdc_family_code/run_multitype_vpspi_5pts.sh
1768558193	8764	vpspi_latest_code/dcdc_family_code/run_multitype_vpspi_from_scratch.sh
1767524285	6467	vpspi_latest_code/dcdc_family_code/run_optimal_route.sh
1768287398	1081	vpspi_latest_code/dcdc_family_code/run_osc_branch.sh
1767525842	4331	vpspi_latest_code/dcdc_family_code/run_selfplay_ppo_family.sh
1768614784	4763	vpspi_latest_code/dcdc_family_code/run_vpspi_osc_3rounds.sh
1768131702	51327	vpspi_latest_code/dcdc_family_code/run_vpspi_pipeline.py
1768577384	61635	vpspi_latest_code/dcdc_family_code/run_vpspi_pipeline_amp.py
1768483054	57516	vpspi_latest_code/dcdc_family_code/run_vpspi_pipeline_filter.py
1768577384	58951	vpspi_latest_code/dcdc_family_code/run_vpspi_pipeline_osc.py
1768280923	1799	vpspi_latest_code/dcdc_family_code/setup_vpspi_branches.py
1767245675	3072	vpspi_latest_code/dcdc_family_code/spice_builder_buck_only.py
1767245675	7898	vpspi_latest_code/dcdc_family_code/summarize_dcdc_eval.py
1768325223	3707	vpspi_latest_code/dcdc_family_code/summarize_eval_summary.py
1768093977	7337	vpspi_latest_code/dcdc_family_code/train_dpo_dcdc.py
1768558189	141690	vpspi_latest_code/dcdc_family_code/train_ppo_amp.py
1768325666	143732	vpspi_latest_code/dcdc_family_code/train_ppo_dcdc.py
1768435303	140674	vpspi_latest_code/dcdc_family_code/train_ppo_filter.py
1768558190	139919	vpspi_latest_code/dcdc_family_code/train_ppo_osc.py
1767632415	10115	vpspi_latest_code/dcdc_family_code/train_repair_corrector.py
1768093976	7983	vpspi_latest_code/dcdc_family_code/train_sft_dcdc.py
1767245675	3676	vpspi_latest_code/dcdc_family_code/verifier_buck_only.py
1767245674	3545	vpspi_latest_code/dcdc_family_code/watch_build_then_train.py
1767524284	6181	vpspi_latest_code/dcdc_family_code/watch_eval_chain.py
